,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RUR_S:PM25,BP_EST:PM25,VITRY:PM25,A1:PM25,AUT:PM25,GEN:PM25,RAMBO:PM25,BOB:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Zone Rurale Sud - Bois Herpin,Boulevard Périphérique Est,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Boulevard Péripherique Auteuil,GENNEVILLIERS,Rambouillet,BOBIGNY,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RUR_S,BP_EST,VITRY,A1,AUT,GEN,RAMBO,BOB,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2020/06/03 17:00:00+00,12,15.100000,9.100000,6.800000,8.200000,15.300000,24,8.200000,23.700000,15,7.300000,6.800000,10.200000,3717
2020/06/03 18:00:00+00,10.700000,11.400000,10.500000,4.700000,8.900000,6.700000,14.800000,11.100000,15,18.700000,8.300000,5.300000,12.300000,3718
2020/06/03 19:00:00+00,12.100000,7.500000,7.700000,7.600000,14,7.900000,16.900000,16.600000,15.100000,19.300000,10.700000,9.600000,11.300000,3719
2020/06/03 20:00:00+00,15.700000,7.300000,5.900000,7,10.300000,10.400000,24.400000,18.100000,18.400000,19.300000,7,12,16.400000,3720
2020/06/03 21:00:00+00,23.900000,6.300000,6.500000,8.300000,16.500000,,18.800000,8.500000,21.600000,18.700000,8.400000,8.600000,15.200000,3721
2020/06/03 22:00:00+00,13.600000,4.100000,9.900000,9.100000,14.600000,,14.600000,8.100000,16.700000,16.100000,8.500000,9.100000,12.600000,3722
2020/06/03 23:00:00+00,12.200000,3.400000,6.100000,7.600000,11.400000,,22.100000,10.900000,23.200000,13,9.400000,9,12.600000,3723
2020/06/04 00:00:00+00,13.900000,4.700000,3.600000,7.300000,11.700000,,15.700000,7.600000,17.900000,13.700000,9.900000,11.800000,11.500000,3724
2020/06/04 01:00:00+00,11.800000,6.100000,9.100000,3.600000,10.200000,,19.600000,6.800000,8.100000,11.400000,8.900000,9.500000,11.100000,3725
2020/06/04 02:00:00+00,10.100000,5.900000,9.300000,,9.400000,,12.600000,11.800000,9.400000,10.600000,8.200000,7.800000,11.500000,3726
2020/06/04 03:00:00+00,10,7.100000,6.800000,,9.100000,,12.900000,9.900000,8.700000,10.700000,7.400000,8.800000,9.700000,3727
2020/06/04 04:00:00+00,11,11.300000,6.600000,,8.500000,,14.700000,11.500000,13.500000,11.200000,9.100000,5.400000,10.400000,3728
2020/06/04 05:00:00+00,11.100000,10.900000,6.800000,4.900000,10.100000,,16.400000,17.400000,12.600000,12.400000,12.700000,4.700000,10.500000,3729
2020/06/04 06:00:00+00,14,13.400000,7.300000,10.500000,13.700000,,17.500000,13,20,16.200000,16.400000,5.100000,14.100000,3730
2020/06/04 07:00:00+00,12.800000,9.500000,7.500000,13.700000,13.800000,,16.100000,18.200000,16.200000,15.800000,15.100000,7.600000,13.800000,3731
2020/06/04 08:00:00+00,12.900000,10.800000,11.200000,8.900000,9.900000,,15.900000,14.600000,14.600000,16.300000,13.800000,8.900000,11.400000,3732
2020/06/04 09:00:00+00,16,9.100000,8.300000,8.200000,9.400000,8,18.400000,18.700000,18.300000,19.900000,15.100000,11.200000,13.800000,3733
2020/06/04 10:00:00+00,15.500000,10.900000,9.400000,10.600000,15.100000,7.300000,22.900000,16.300000,20.700000,19.500000,15.100000,7.100000,14.900000,3734
2020/06/04 11:00:00+00,14.400000,13.500000,9.200000,9.300000,10.200000,7.800000,21.100000,14.700000,21.400000,21.100000,13.700000,6.100000,16.300000,3735
2020/06/04 12:00:00+00,14.700000,14.900000,5.600000,9.300000,12.300000,11,11,17.100000,18.500000,15.900000,12.400000,6.600000,15.400000,3736
2020/06/04 13:00:00+00,14.900000,8.500000,10.700000,6.300000,9.500000,8.500000,22.100000,12.400000,13.100000,17.800000,9.700000,10.500000,9.900000,3737
2020/06/04 14:00:00+00,11,13.700000,10.600000,9.800000,10.200000,9.100000,12.200000,12.100000,21.800000,20.500000,12.300000,7.200000,10.600000,3738
2020/06/04 15:00:00+00,10.300000,12,7.400000,10.700000,8.900000,7.900000,11.800000,9.300000,18.500000,11,9,5.800000,9.900000,3739
2020/06/04 16:00:00+00,7.600000,9,4.500000,12.400000,6.100000,7.100000,9.400000,4.800000,9,15.400000,5.300000,5,8.700000,3740
2020/06/04 17:00:00+00,6.600000,7.600000,3.200000,8,3.500000,7.400000,6.400000,5.500000,10.500000,16.400000,6,5.300000,5.800000,3741
2020/06/04 18:00:00+00,6.800000,5.900000,4.600000,5.200000,5.200000,8.300000,10.300000,5.400000,11.800000,4.700000,4.800000,6.900000,5.200000,3742
2020/06/04 19:00:00+00,5,4.600000,6,3.600000,7,4.400000,6.600000,5.400000,10.400000,10,3.900000,5.600000,8.900000,3743
2020/06/04 20:00:00+00,5.300000,6.100000,5.100000,3.200000,7,4.200000,7.200000,5.300000,10.700000,16.200000,4.400000,4.200000,9.100000,3744
2020/06/04 21:00:00+00,3.700000,7.700000,5.500000,4,7.800000,7.900000,6.100000,9.200000,22.600000,9.200000,5.600000,5.100000,8.100000,3745
2020/06/04 22:00:00+00,6.300000,5.500000,6.100000,3.900000,8.600000,5.600000,7.800000,7,14.700000,10,6.200000,5,7.800000,3746
2020/06/04 23:00:00+00,8,5.900000,5,4,6.900000,4.800000,8.300000,5.300000,12.800000,7.900000,5.600000,5,7.500000,3747
2020/06/05 00:00:00+00,7.100000,8.100000,4.500000,7.700000,7.500000,4.500000,6.300000,4.200000,10.600000,7.400000,5.700000,5.400000,9.200000,3748
2020/06/05 01:00:00+00,6.900000,7.300000,4.200000,4.700000,6.800000,3.500000,8.500000,8.700000,13.100000,7.800000,6.200000,4.600000,8.700000,3749
2020/06/05 02:00:00+00,5.700000,5.500000,6.100000,4,8.900000,4.300000,6.600000,7.500000,9.400000,6.700000,5.400000,3.900000,8.500000,3750
2020/06/05 03:00:00+00,5,6.500000,6.900000,3.700000,5.900000,6,6,5.200000,13,3.900000,5.500000,1.700000,6,3751
2020/06/05 04:00:00+00,6.900000,7.100000,6,1.600000,3.100000,4.600000,11.500000,7,17.800000,3.300000,5.400000,1.200000,4.800000,3752
2020/06/05 05:00:00+00,6.500000,9.700000,6.300000,3.600000,5.800000,4.200000,9,7.800000,20.700000,5.100000,5.500000,2.100000,7.400000,3753
2020/06/05 06:00:00+00,5.900000,10.100000,6.500000,4.900000,6,7.100000,6.800000,5.900000,21.300000,8.400000,5.400000,0.800000,6.400000,3754
2020/06/05 07:00:00+00,6.200000,9.200000,4.300000,4.700000,5.600000,7.600000,7.800000,8.600000,12.300000,6.700000,5.100000,0.700000,7.500000,3755
2020/06/05 08:00:00+00,5.800000,10.800000,5.600000,4,6.400000,7.200000,10.300000,8.600000,15,7,5.300000,0.900000,6.900000,3756
2020/06/05 09:00:00+00,3.500000,7.200000,2,,5.900000,4.700000,6.300000,6.200000,15.600000,6.300000,3.300000,0.700000,7.200000,3757
2020/06/05 10:00:00+00,2.300000,5.800000,0.800000,,5.200000,3.700000,5.500000,4,14.300000,6.300000,2.100000,2.900000,6,3758
2020/06/05 11:00:00+00,2.100000,7.400000,2.400000,,6,3.700000,4.700000,5.900000,21.700000,6.600000,2.400000,2.900000,4.800000,3759
2020/06/05 12:00:00+00,2.800000,4.700000,1.500000,4.400000,7.600000,3,4.200000,5.700000,16.500000,16.300000,4.300000,0.500000,4.700000,3760
2020/06/05 13:00:00+00,6.100000,7.100000,2.200000,4.800000,5.600000,3.400000,6.900000,5.600000,16.700000,12.200000,5.100000,0.600000,7.500000,3761
2020/06/05 14:00:00+00,7.200000,9.900000,3,3.900000,3.300000,3.800000,8.700000,4.900000,20.800000,13.900000,4.600000,5.700000,5.800000,3762
2020/06/05 15:00:00+00,5.900000,9,0.900000,4.800000,3.700000,5.500000,9.800000,4.600000,17.500000,11,4.400000,3.900000,7.800000,3763
2020/06/05 16:00:00+00,2.600000,8.900000,0.700000,3.800000,4,8.500000,9.300000,4.200000,18.300000,13.400000,4.300000,1.900000,7.500000,3764
2020/06/05 17:00:00+00,5.500000,6,3.900000,3.400000,2.100000,6.300000,5.700000,9.100000,16.500000,12.500000,4.300000,3.600000,7.600000,3765
2020/06/05 18:00:00+00,6.600000,10.800000,3.300000,3.900000,3.100000,5.600000,3.600000,7.500000,15.200000,10.500000,3.400000,5.500000,54.900000,3766
2020/06/05 19:00:00+00,4.600000,9.700000,3.500000,3.700000,4.300000,4.200000,2.900000,6,13.100000,6.700000,2.700000,3.300000,5.700000,3767
2020/06/05 20:00:00+00,4.200000,13.800000,2.700000,2.800000,6.400000,4.900000,8,7.700000,17.900000,6.200000,3.300000,1.500000,5.500000,3768
2020/06/05 21:00:00+00,5.300000,10.700000,2.400000,2.700000,6.800000,3.500000,9.300000,8.300000,19,9.200000,3.900000,4.100000,6.700000,3769
2020/06/05 22:00:00+00,5.200000,5.800000,2.400000,2,5.500000,1.500000,7.800000,6.500000,23,10.200000,4,3.400000,5.300000,3770
2020/06/05 23:00:00+00,3.300000,4.400000,1.300000,3.900000,3.600000,1.700000,11.500000,3.700000,14.500000,6.700000,4.400000,4.300000,5.800000,3771
2020/06/06 00:00:00+00,5.300000,4,4.100000,3.200000,5.200000,1.400000,8,3.300000,12.300000,7.300000,4.300000,5.800000,6.200000,3772
2020/06/06 01:00:00+00,5.400000,1.400000,7.800000,1.900000,6.400000,0.900000,6.500000,10.100000,9.400000,7.800000,3.800000,5.900000,6,3773
2020/06/06 02:00:00+00,2.900000,2.200000,5.700000,2.800000,6,0.300000,6.800000,6.800000,13.200000,7.100000,3.800000,1.200000,5.400000,3774
2020/06/06 03:00:00+00,4.400000,2.800000,1,5.400000,8.400000,5.200000,6.700000,6,10.600000,3.500000,3.700000,0,5.200000,3775
2020/06/06 04:00:00+00,4,7.600000,2,3.100000,5.800000,4.600000,5.900000,5,9,2.700000,3.200000,1,4.300000,3776
2020/06/06 05:00:00+00,4.100000,6.800000,4.100000,1.700000,3.800000,6.700000,9.800000,4.800000,10.300000,4.200000,2.600000,0.700000,3.700000,3777
2020/06/06 06:00:00+00,3.700000,7.500000,2.600000,3.200000,5.400000,4.900000,8.300000,3.600000,16.800000,6.400000,2.200000,0.400000,4.700000,3778
2020/06/06 07:00:00+00,1.800000,5.900000,1.900000,8.500000,5.400000,3,6.400000,2,15.100000,6.400000,2.400000,0,4.700000,3779
2020/06/06 08:00:00+00,4.900000,3.100000,2,4.400000,4.100000,6.100000,,4.700000,12.400000,4.600000,2.900000,0,5.100000,3780
2020/06/06 09:00:00+00,4.800000,4.400000,2.500000,1.300000,4.300000,4.100000,10.900000,4.100000,14.100000,7.200000,3.100000,2.500000,7.200000,3781
2020/06/06 10:00:00+00,2.700000,4.200000,1.800000,1.100000,4.800000,4.100000,12.600000,5.200000,22.400000,4.800000,3.100000,3.100000,7.500000,3782
2020/06/06 11:00:00+00,3.200000,3.400000,1,1.200000,4.200000,3.300000,8.400000,3.600000,19.300000,4.800000,2.500000,2.100000,4.900000,3783
2020/06/06 12:00:00+00,4.900000,7.300000,2.100000,3.600000,4.100000,4.100000,5.300000,3.800000,16.100000,5.500000,1.800000,0.700000,6.600000,3784
2020/06/06 13:00:00+00,2.300000,4.300000,2.100000,1.500000,2.400000,3.400000,8.900000,3.800000,13.800000,4.100000,2.100000,1.700000,6.200000,3785
2020/06/06 14:00:00+00,2.500000,3.600000,3.100000,0.100000,2.100000,4.100000,9.600000,3.300000,14.700000,7.400000,2.100000,2.200000,4.300000,3786
2020/06/06 15:00:00+00,1.300000,4.500000,1.800000,1.900000,,5,5.300000,4,18.700000,6.900000,2.200000,,3.300000,3787
2020/06/06 16:00:00+00,4.300000,2.700000,1.700000,2.900000,,2.800000,1.800000,5.100000,14.700000,5.800000,2.500000,3.700000,4.200000,3788
2020/06/06 17:00:00+00,6.200000,8.800000,3,0.200000,3.400000,3.200000,12.300000,6.100000,17.700000,8.500000,3,4,4,3789
2020/06/06 18:00:00+00,6.100000,9.600000,2.900000,0,5.300000,4.600000,8,4.800000,15.400000,6.700000,3.400000,2.700000,4.900000,3790
2020/06/06 19:00:00+00,5.700000,6.200000,4.400000,1.500000,5.800000,6.900000,10.400000,3.100000,18.900000,8.900000,3.400000,0.400000,6.300000,3791
2020/06/06 20:00:00+00,5.900000,5.900000,5.600000,3.800000,6.400000,11.100000,8.200000,5.800000,18.600000,8.300000,4,0.900000,9.400000,3792
2020/06/06 21:00:00+00,5.300000,7.700000,3.500000,5.100000,7,6.600000,7.400000,8.500000,21.100000,7.900000,4.100000,4.200000,7.300000,3793
2020/06/06 22:00:00+00,4.200000,8.300000,2.400000,5.800000,6.500000,5,8.100000,5.700000,23.900000,7.100000,4.300000,4.500000,5,3794
2020/06/06 23:00:00+00,4.200000,6.800000,3.700000,4.300000,7.500000,6,8.500000,4.700000,17.600000,10,4.100000,5,6.400000,3795
2020/06/07 00:00:00+00,5.500000,5.800000,3.500000,3.300000,5.700000,6.600000,8.500000,7.300000,23.900000,7.600000,4.400000,4.800000,7.300000,3796
2020/06/07 01:00:00+00,4.900000,7.300000,3.400000,4.300000,3.800000,6.200000,12.300000,6.900000,16.600000,6.100000,4.400000,4.300000,7.200000,3797
2020/06/07 02:00:00+00,3.600000,7.700000,2.300000,2.900000,5.100000,8.100000,8.300000,6.300000,12.300000,4.600000,4.600000,2.800000,9.500000,3798
2020/06/07 03:00:00+00,3.700000,5.700000,3.300000,0.700000,5.400000,4.800000,7.600000,5.200000,8.600000,4,4.400000,0,6.800000,3799
2020/06/07 04:00:00+00,4.100000,5.600000,4.200000,1,4.700000,3,8.600000,7.100000,9.800000,4.900000,4.100000,0.400000,7.300000,3800
2020/06/07 05:00:00+00,4.300000,6.600000,2.100000,0.600000,5.800000,3.700000,6.200000,6.300000,20.300000,1.900000,4,2.200000,6.600000,3801
2020/06/07 06:00:00+00,3.600000,7.300000,1.100000,0,5.900000,3.400000,5.300000,4.400000,11.400000,1.300000,3.800000,2.600000,6.300000,3802
2020/06/07 07:00:00+00,3.900000,5.100000,5.200000,0.300000,7.200000,3.200000,5.500000,5.400000,8.300000,3.400000,3.800000,2,6.100000,3803
2020/06/07 08:00:00+00,2.700000,3.300000,3.600000,1.200000,8.500000,2.800000,8.800000,4.400000,14.500000,3.800000,4.200000,1.400000,7.200000,3804
2020/06/07 09:00:00+00,3.200000,6.500000,4.100000,1.600000,9,2.800000,11.100000,,16.900000,5.200000,4.600000,2.600000,5.900000,3805
2020/06/07 10:00:00+00,3.100000,8.500000,3.100000,3.700000,7.800000,4.900000,8,3.800000,21.400000,8.100000,4.200000,2.500000,6.400000,3806
2020/06/07 11:00:00+00,4.800000,9.200000,5.100000,4.600000,11.100000,2.900000,4.100000,6.200000,11.500000,11.900000,4.300000,0,5.900000,3807
2020/06/07 12:00:00+00,5.300000,5.100000,4.300000,2.200000,6.500000,2.700000,6.100000,6.700000,16.200000,8.600000,4,2.900000,4.700000,3808
2020/06/07 13:00:00+00,5.300000,2.500000,6.200000,1.200000,4.800000,4.800000,7.800000,3.400000,29.600000,6.900000,3.800000,3.200000,4.800000,3809
2020/06/07 14:00:00+00,5.900000,2.500000,6.200000,4.900000,4.200000,5.300000,8.200000,,14.500000,6.600000,3.100000,0,6.100000,3810
2020/06/07 15:00:00+00,3.800000,2.700000,5.800000,1.700000,4.300000,2.600000,8.600000,,13.200000,,3.200000,0,5.900000,3811
2020/06/07 16:00:00+00,4.600000,4.500000,7.200000,0,6.100000,0,6.900000,,11.400000,10.700000,4.600000,0.800000,5.500000,3812
2020/06/07 17:00:00+00,5.100000,3.900000,4.500000,0,5.900000,1.900000,10.500000,2.900000,13.200000,12.200000,4.900000,0.400000,4.600000,3813
2020/06/07 18:00:00+00,6.700000,7.300000,3.600000,2.600000,7.400000,3.700000,11,5.700000,14.400000,13.900000,5.500000,4.300000,7.100000,3814
2020/06/07 19:00:00+00,7.500000,6,4.800000,1.500000,8.200000,4.700000,15.400000,7.500000,15.900000,12.600000,6.200000,4.500000,10.500000,3815
2020/06/07 20:00:00+00,8.700000,11.300000,5.200000,2.300000,8.500000,5,14.600000,9.500000,15.600000,16.400000,6.500000,3.200000,7.600000,3816
2020/06/07 21:00:00+00,9,7.400000,3.700000,2.200000,7.600000,4.100000,15.100000,12.400000,19.300000,16,8.500000,7.100000,6.700000,3817
2020/06/07 22:00:00+00,9.600000,6.500000,5.700000,5,8.100000,2.900000,21.500000,8.200000,13.500000,18.200000,7.500000,6.500000,10.600000,3818
2020/06/07 23:00:00+00,7.700000,5.500000,6.400000,3.600000,6.200000,2.700000,15.500000,5.500000,20,11.600000,5.300000,5.300000,8.400000,3819
2020/06/08 00:00:00+00,7,5.200000,5.600000,0.800000,8.400000,1.500000,15.900000,5.300000,10.200000,11.400000,4,2.900000,11.800000,3820
2020/06/08 01:00:00+00,6.300000,6.800000,5.300000,3.100000,9.500000,2.700000,10.100000,8,9.200000,7,5,2.600000,8.700000,3821
2020/06/08 02:00:00+00,6.200000,6.600000,8.400000,2.400000,9.400000,1.500000,10.900000,6.200000,7.300000,5.800000,6.200000,3.900000,11.500000,3822
2020/06/08 03:00:00+00,8.200000,6.300000,8.200000,1.500000,10.700000,0.800000,9,8.400000,9.200000,9.600000,6.800000,6.500000,8.500000,3823
2020/06/08 04:00:00+00,9.400000,10,8.800000,2.700000,7.600000,2.800000,9.400000,9.800000,12.800000,16.600000,7.300000,4.400000,5.900000,3824
2020/06/08 05:00:00+00,8.900000,11,7.800000,4.300000,6.400000,5.100000,20.300000,11.700000,17.700000,16.700000,9.200000,3.600000,6.600000,3825
2020/06/08 06:00:00+00,10.700000,9.300000,6.300000,5.800000,9.600000,8.700000,18.100000,10.100000,16.300000,14.900000,10.500000,5.600000,7.300000,3826
2020/06/08 07:00:00+00,10.600000,7.700000,7.300000,6.700000,10.200000,8.400000,18.200000,9.800000,11,17.900000,9.400000,5.600000,7.800000,3827
2020/06/08 08:00:00+00,11.300000,7.500000,8.100000,4.600000,9.200000,8.400000,,6.600000,12.500000,13.600000,11.100000,7.600000,12.700000,3828
2020/06/08 09:00:00+00,10.900000,11.400000,7,1.700000,11.900000,7.500000,,9.200000,13.100000,11.500000,9.300000,6.300000,11.600000,3829
2020/06/08 10:00:00+00,8.400000,7.700000,5,1.500000,11.600000,7,16.700000,9.500000,15.300000,14.200000,8.100000,7.200000,11,3830
2020/06/08 11:00:00+00,9,6.600000,2.800000,3,12.500000,9.200000,12.500000,5,23.100000,8.500000,6.700000,6.300000,8.900000,3831
2020/06/08 12:00:00+00,9.500000,7.600000,3.400000,5.100000,8.500000,5.200000,12.500000,5.300000,,9.500000,6,4.800000,8.500000,3832
2020/06/08 13:00:00+00,7.600000,7.800000,2,1.500000,4.200000,7.600000,9.600000,4.300000,,10.200000,4.600000,4.200000,9.700000,3833
2020/06/08 14:00:00+00,5.300000,6,0,0.700000,3.900000,6.100000,6.900000,6.600000,,10.800000,3.900000,1.900000,7,3834
2020/06/08 15:00:00+00,6.400000,3.100000,0,5.600000,3.800000,3.600000,8.900000,8.700000,,11.500000,3.100000,0,4.800000,3835
2020/06/08 16:00:00+00,4.700000,6,0.600000,5.800000,6.300000,3.100000,10,5.700000,12.900000,11.500000,2.700000,0,2.900000,3836
2020/06/08 17:00:00+00,4.600000,4.700000,0.900000,3.900000,4.600000,1,10.100000,4.500000,10,7.300000,2.300000,0,2,3837
2020/06/08 18:00:00+00,3.100000,6.400000,1.100000,2.900000,4,2.500000,10.100000,4.200000,7.500000,10,3.100000,0,2.700000,3838
2020/06/08 19:00:00+00,3.800000,5.200000,6.100000,2.300000,4.300000,2.600000,10,3.400000,12.300000,11.900000,5.900000,0,2.100000,3839
2020/06/08 20:00:00+00,5.800000,4.800000,7.800000,1.500000,8,,12.100000,7.900000,10.300000,13.300000,7.700000,5.700000,4.400000,3840
2020/06/08 21:00:00+00,7.600000,4.100000,5.900000,0.900000,10.500000,6.200000,9.800000,7.200000,10.500000,9.800000,7.400000,5.800000,9,3841
2020/06/08 22:00:00+00,7.200000,7.200000,4.600000,2,9.100000,8.500000,7.400000,6.200000,10.100000,7.600000,7,4.800000,6.400000,3842
2020/06/08 23:00:00+00,6.400000,7,6.600000,0.900000,6.900000,9.500000,10.800000,4.900000,8.600000,6.900000,8.500000,5,6.200000,3843
2020/06/09 00:00:00+00,7,8,6.500000,0,5.700000,6.500000,12.400000,5,8.600000,8.300000,8,4.300000,7.500000,3844
2020/06/09 01:00:00+00,6.600000,9,5.300000,0,4.400000,7,9.700000,9.300000,10.200000,8.600000,7.400000,3.500000,4.600000,3845
2020/06/09 02:00:00+00,5.400000,6.700000,6.200000,0.200000,6,9.600000,8.600000,7,8.100000,9,6.500000,4,3.900000,3846
2020/06/09 03:00:00+00,5.400000,7.500000,3.700000,1.300000,6.300000,11.300000,10.600000,4.900000,9.700000,11,6.800000,5.600000,5.100000,3847
2020/06/09 04:00:00+00,6.700000,4.800000,5,1.300000,8,6.600000,13.200000,6.200000,14.100000,7.200000,7.500000,3.500000,11.200000,3848
2020/06/09 05:00:00+00,7.200000,4.800000,9,4.200000,5.700000,5.200000,9.300000,6.800000,9.700000,6.700000,8.800000,5.200000,8.700000,3849
2020/06/09 06:00:00+00,6.700000,6.400000,,7.200000,6.400000,10.200000,12.300000,9.800000,10.500000,18.600000,10.300000,3.900000,10.100000,3850
2020/06/09 07:00:00+00,5.500000,6.200000,,4.700000,7,5.200000,15.500000,7.200000,14.100000,8.200000,9.500000,1,11.600000,3851
2020/06/09 08:00:00+00,9.200000,13.900000,5.300000,5.300000,6.100000,3.800000,13.400000,10.900000,10.400000,8.700000,9.400000,1.500000,11.900000,3852
2020/06/09 09:00:00+00,8.700000,9.300000,3.800000,3.500000,7.900000,9.700000,14.800000,9.600000,12.700000,17,7.600000,1,11.900000,3853
2020/06/09 10:00:00+00,7.800000,8.600000,3.400000,5.800000,5.700000,8.100000,11.800000,9,21.900000,15.600000,6.100000,1.600000,9.500000,3854
2020/06/09 11:00:00+00,6.100000,7.500000,3.800000,6,2.500000,8,13.800000,7.700000,13.600000,8.100000,,2.500000,7.500000,3855
2020/06/09 12:00:00+00,7.300000,7.300000,3.900000,3.300000,3.500000,10.100000,10.800000,6.400000,11.700000,14.100000,5.100000,1.900000,11.200000,3856
2020/06/09 13:00:00+00,7.200000,6.600000,4.300000,4.700000,7.800000,6.500000,10.900000,8.500000,15.300000,11.300000,5.600000,4,10.200000,3857
2020/06/09 14:00:00+00,6.800000,3.800000,4.700000,4.300000,7.300000,5.200000,8.200000,11.900000,11.200000,11.800000,5.200000,3.500000,7.800000,3858
2020/06/09 15:00:00+00,5.900000,3.600000,5.900000,1.900000,7.900000,4.200000,11.800000,7.400000,10.600000,8.300000,5.300000,3.400000,9.200000,3859
2020/06/09 16:00:00+00,7.500000,8,5.300000,6.100000,8,6.900000,12.100000,8.300000,15.900000,7.100000,5.900000,4,8.800000,3860
2020/06/09 17:00:00+00,7.300000,7.300000,6.900000,5,11,6.900000,15.800000,7.900000,11.800000,9.600000,8,2.900000,8.700000,3861
2020/06/09 18:00:00+00,9.100000,10.600000,7.500000,4.600000,9.600000,4.900000,13.800000,9.300000,16.700000,9.600000,8.400000,5.200000,11,3862
2020/06/09 19:00:00+00,10.100000,12.300000,8.900000,8.900000,11.900000,6.700000,15.400000,9.300000,20.700000,17.100000,10.500000,5.300000,9.100000,3863
2020/06/09 20:00:00+00,12.400000,9.500000,,8.200000,10.700000,5.100000,20.400000,11.300000,11,18.800000,12.500000,10.600000,8.800000,3864
2020/06/09 21:00:00+00,13.600000,11.900000,,6.300000,13,2.800000,22.900000,14.200000,15.900000,11.800000,12.100000,6.600000,11.700000,3865
2020/06/09 22:00:00+00,12.900000,9.700000,7,6.200000,8.300000,7.300000,16.200000,12,15.600000,14.500000,11.800000,8.800000,14.800000,3866
2020/06/09 23:00:00+00,10.800000,11.500000,5.700000,4.300000,11.500000,6.300000,16.800000,12.700000,25.900000,13.100000,11.700000,5.400000,17.700000,3867
2020/06/10 00:00:00+00,12.500000,14.400000,4.100000,5.200000,11.300000,11.500000,16.800000,13.300000,10.100000,17.600000,10,5.700000,15.900000,3868
2020/06/10 01:00:00+00,11.500000,11.700000,8.200000,7.700000,7.600000,8.700000,16.100000,12.400000,14.300000,14.800000,9.100000,6.400000,10.100000,3869
2020/06/10 02:00:00+00,10.300000,9.100000,6.300000,6.300000,8.100000,7.800000,12.500000,11.700000,12.700000,11.700000,9.300000,3.800000,10.600000,3870
2020/06/10 03:00:00+00,9.200000,11.700000,4.600000,8.700000,7,7.900000,10.200000,12.600000,13.800000,15.200000,13.200000,1.200000,8.800000,3871
2020/06/10 04:00:00+00,8.600000,9.300000,2.900000,9.800000,7.300000,6.800000,10.600000,11.100000,14,12.600000,10.400000,0.200000,8.300000,3872
2020/06/10 05:00:00+00,8,11.900000,4,7.900000,7,5.600000,10,10.700000,20.500000,11.500000,9.900000,2.800000,9.500000,3873
